0.81,0.72,0.67,0.67,0.63
0.75,0.73,0.69,0.69,0.68
0.74,0.69,0.66,0.64,0.64
0.76,0.73,0.7,0.69,0.69
0.75,0.7,0.69,0.68,0.68
0.75,0.72,0.7,0.7,0.67
0.79,0.77,0.77,0.74,0.73
0.77,0.77,0.75,0.74,0.74
0.78,0.78,0.76,0.75,0.75
0.78,0.77,0.77,0.76,0.74
0.77,0.77,0.76,0.73,0.72
0.82,0.79,0.77,0.77,0.75
0.81,0.77,0.77,0.75,0.75
0.8,0.79,0.79,0.78,0.75
0.77,0.77,0.76,0.73,0.71
0.8,0.77,0.74,0.73,0.72
0.84,0.84,0.79,0.73,0.71
0.82,0.79,0.79,0.78,0.75
0.79,0.75,0.75,0.72,0.7
0.82,0.81,0.77,0.74,0.73
0.83,0.8,0.8,0.77,0.69
0.83,0.78,0.76,0.75,0.71
0.86,0.84,0.81,0.77,0.75
0.82,0.82,0.82,0.81,0.77
0.84,0.82,0.82,0.79,0.78
0.86,0.82,0.81,0.81,0.78
0.85,0.84,0.82,0.82,0.81
0.83,0.83,0.82,0.8,0.77
0.82,0.81,0.79,0.79,0.77
0.87,0.85,0.83,0.83,0.81
0.84,0.81,0.81,0.79,0.77
0.84,0.83,0.81,0.8,0.76
0.86,0.81,0.77,0.72,0.69
0.86,0.84,0.78,0.74,0.73
0.91,0.83,0.79,0.77,0.74
0.9,0.86,0.8,0.76,0.75
0.88,0.79,0.78,0.77,0.73
0.84,0.8,0.78,0.77,0.77
0.83,0.8,0.8,0.78,0.77
0.85,0.84,0.82,0.79,0.79
0.93,0.84,0.83,0.81,0.8
0.94,0.89,0.82,0.82,0.79
0.93,0.88,0.83,0.83,0.8
0.89,0.85,0.83,0.81,0.78
0.87,0.84,0.83,0.83,0.81
0.85,0.85,0.83,0.82,0.79
0.88,0.83,0.8,0.78,0.74
0.85,0.83,0.81,0.78,0.75
0.86,0.82,0.8,0.8,0.79
0.83,0.81,0.81,0.81,0.78
0.84,0.84,0.8,0.79,0.78
0.85,0.84,0.83,0.79,0.78
0.85,0.84,0.77,0.76,0.75
0.85,0.83,0.82,0.82,0.8
0.87,0.86,0.84,0.83,0.8
0.85,0.84,0.79,0.78,0.78
0.85,0.83,0.83,0.8,0.76
0.85,0.82,0.81,0.8,0.8
0.84,0.81,0.8,0.76,0.74
0.83,0.82,0.81,0.78,0.78
0.84,0.81,0.8,0.78,0.77
0.85,0.83,0.83,0.82,0.8
0.84,0.83,0.83,0.77,0.76
0.88,0.85,0.83,0.83,0.77
0.85,0.81,0.79,0.75,0.74
0.86,0.84,0.83,0.79,0.76
0.85,0.81,0.81,0.8,0.78
0.81,0.81,0.8,0.78,0.76
0.79,0.78,0.77,0.75,0.71
0.8,0.78,0.78,0.78,0.75
0.82,0.81,0.78,0.74,0.74
0.82,0.81,0.79,0.78,0.76
0.83,0.8,0.8,0.8,0.79
0.8,0.8,0.79,0.78,0.72
0.81,0.81,0.8,0.76,0.76
0.85,0.82,0.81,0.77,0.72
0.86,0.81,0.79,0.74,0.74
0.82,0.8,0.79,0.76,0.71
0.81,0.8,0.76,0.75,0.72
0.8,0.78,0.74,0.73,0.71
0.83,0.82,0.78,0.73,0.71
0.82,0.74,0.74,0.73,0.73
0.8,0.78,0.77,0.72,0.68
0.83,0.81,0.76,0.76,0.73
0.86,0.82,0.77,0.75,0.75
0.86,0.84,0.8,0.7,0.65
0.86,0.83,0.82,0.74,0.72
0.85,0.84,0.78,0.76,0.7
0.84,0.81,0.74,0.74,0.72
0.87,0.81,0.77,0.76,0.76
0.87,0.86,0.81,0.77,0.76
0.85,0.82,0.78,0.77,0.73
0.86,0.84,0.83,0.8,0.79
0.87,0.85,0.84,0.81,0.76
0.88,0.83,0.83,0.75,0.73
0.83,0.8,0.77,0.77,0.69
0.83,0.78,0.74,0.7,0.65
0.87,0.84,0.8,0.77,0.7
0.89,0.78,0.76,0.69,0.68
0.8,0.76,0.71,0.68,0.65
0.75,0.66,0.65,0.64,0.64
0.65,0.65,0.62,0.59,0.57
0.74,0.65,0.64,0.64,0.6
0.8,0.71,0.6,0.59,0.56
0.73,0.67,0.67,0.66,0.65
0.72,0.67,0.66,0.62,0.56
0.8,0.77,0.64,0.59,0.57
0.66,0.62,0.62,0.6,0.53
0.75,0.66,0.62,0.62,0.6
0.72,0.67,0.66,0.65,0.61
0.76,0.73,0.65,0.64,0.59
0.75,0.69,0.64,0.61,0.61
0.72,0.63,0.62,0.61,0.6
0.7,0.68,0.63,0.62,0.62
0.7,0.67,0.64,0.63,0.6
0.66,0.65,0.63,0.62,0.61
0.7,0.64,0.61,0.61,0.6
0.74,0.69,0.69,0.66,0.65
0.67,0.62,0.61,0.59,0.59
0.68,0.66,0.65,0.61,0.59
0.72,0.7,0.67,0.63,0.62
0.72,0.63,0.63,0.61,0.61
0.8,0.78,0.72,0.65,0.63
0.76,0.76,0.64,0.63,0.63
0.79,0.73,0.72,0.68,0.66
0.79,0.65,0.61,0.6,0.59
0.81,0.62,0.59,0.57,0.54
0.78,0.72,0.69,0.63,0.63
0.72,0.7,0.68,0.66,0.64
0.76,0.75,0.7,0.69,0.67
0.67,0.65,0.62,0.58,0.58
