0.84,0.83,0.82,0.82,0.78
0.85,0.84,0.81,0.79,0.77
0.8,0.8,0.77,0.76,0.75
0.78,0.78,0.77,0.75,0.75
0.85,0.8,0.79,0.79,0.78
0.88,0.81,0.78,0.77,0.73
0.88,0.83,0.72,0.7,0.62
0.83,0.81,0.76,0.68,0.65
0.83,0.8,0.78,0.76,0.7
0.83,0.78,0.76,0.76,0.71
0.84,0.79,0.79,0.75,0.71
0.84,0.82,0.74,0.72,0.67
0.85,0.78,0.78,0.77,0.7
0.84,0.83,0.82,0.82,0.8
0.85,0.84,0.8,0.8,0.79
0.85,0.79,0.78,0.73,0.73
0.84,0.77,0.76,0.73,0.72
0.83,0.76,0.75,0.74,0.74
0.84,0.81,0.74,0.74,0.74
0.84,0.83,0.79,0.74,0.74
0.88,0.86,0.84,0.77,0.74
0.86,0.78,0.76,0.72,0.72
0.87,0.82,0.8,0.77,0.77
0.83,0.81,0.81,0.78,0.77
0.82,0.74,0.74,0.74,0.73
0.8,0.8,0.8,0.79,0.76
0.87,0.81,0.81,0.8,0.72
0.82,0.78,0.77,0.77,0.7
0.79,0.77,0.76,0.75,0.73
0.85,0.81,0.8,0.8,0.78
0.87,0.82,0.82,0.8,0.78
0.82,0.77,0.77,0.76,0.74
0.86,0.75,0.73,0.72,0.71
0.91,0.78,0.76,0.76,0.72
0.87,0.86,0.83,0.77,0.71
0.86,0.83,0.82,0.73,0.73
0.83,0.81,0.79,0.73,0.72
0.78,0.76,0.71,0.7,0.69
0.78,0.72,0.69,0.68,0.68
0.85,0.82,0.76,0.75,0.7
0.83,0.81,0.77,0.74,0.72
0.82,0.8,0.77,0.73,0.73
0.82,0.79,0.78,0.78,0.72
0.81,0.78,0.75,0.72,0.71
0.88,0.81,0.74,0.74,0.73
0.82,0.8,0.8,0.78,0.77
0.87,0.75,0.75,0.73,0.72
0.8,0.79,0.78,0.75,0.75
0.82,0.81,0.79,0.79,0.76
0.83,0.79,0.77,0.75,0.71
0.83,0.79,0.78,0.77,0.76
0.82,0.8,0.79,0.78,0.7
0.85,0.8,0.79,0.78,0.7
0.79,0.79,0.79,0.77,0.73
0.8,0.77,0.74,0.7,0.7
0.83,0.76,0.74,0.72,0.71
0.82,0.81,0.79,0.76,0.69
0.8,0.79,0.77,0.69,0.68
0.79,0.77,0.77,0.72,0.71
0.86,0.76,0.76,0.75,0.74
0.79,0.77,0.76,0.71,0.7
0.77,0.77,0.76,0.75,0.74
0.83,0.8,0.76,0.75,0.74
0.83,0.77,0.75,0.74,0.72
0.9,0.81,0.76,0.73,0.69
0.88,0.85,0.75,0.7,0.66
0.86,0.85,0.75,0.7,0.68
0.82,0.79,0.77,0.76,0.74
0.85,0.78,0.76,0.74,0.69
0.77,0.76,0.75,0.7,0.67
0.81,0.81,0.8,0.7,0.66
0.83,0.77,0.74,0.69,0.67
0.81,0.78,0.72,0.71,0.68
0.84,0.77,0.72,0.72,0.71
0.8,0.75,0.74,0.74,0.68
0.79,0.79,0.73,0.68,0.67
0.8,0.8,0.75,0.74,0.68
0.81,0.8,0.78,0.73,0.66
0.76,0.73,0.73,0.7,0.66
0.8,0.79,0.71,0.66,0.64
0.81,0.79,0.72,0.69,0.67
0.81,0.79,0.75,0.72,0.66
0.74,0.72,0.69,0.69,0.66
0.82,0.74,0.72,0.64,0.63
0.83,0.74,0.72,0.7,0.7
0.83,0.78,0.74,0.72,0.69
0.79,0.77,0.76,0.7,0.69
0.83,0.81,0.75,0.7,0.67
0.86,0.78,0.75,0.73,0.65
0.89,0.82,0.75,0.7,0.68
0.83,0.74,0.74,0.71,0.67
0.77,0.75,0.72,0.7,0.63
0.79,0.76,0.75,0.74,0.64
0.77,0.74,0.73,0.72,0.66
0.86,0.77,0.76,0.74,0.73
0.82,0.78,0.76,0.76,0.74
0.84,0.8,0.77,0.72,0.71
0.8,0.79,0.71,0.7,0.68
0.83,0.79,0.79,0.75,0.73
0.8,0.79,0.78,0.76,0.75
0.86,0.78,0.77,0.74,0.74
0.84,0.77,0.77,0.77,0.73
0.78,0.73,0.73,0.72,0.7
0.78,0.74,0.72,0.68,0.66
0.8,0.79,0.75,0.73,0.71
0.74,0.74,0.74,0.73,0.7
0.77,0.75,0.75,0.74,0.73
0.78,0.75,0.73,0.72,0.69
0.7,0.7,0.69,0.67,0.67
0.77,0.74,0.72,0.72,0.7
0.75,0.7,0.7,0.68,0.68
0.74,0.73,0.71,0.7,0.68
0.76,0.7,0.7,0.68,0.67
0.77,0.74,0.72,0.71,0.66
0.75,0.75,0.74,0.73,0.73
0.86,0.75,0.74,0.72,0.72
0.81,0.8,0.78,0.76,0.74
0.79,0.74,0.73,0.72,0.72
0.83,0.78,0.78,0.77,0.7
0.8,0.79,0.78,0.77,0.77
0.8,0.79,0.78,0.76,0.72
0.84,0.78,0.77,0.76,0.76
0.75,0.72,0.72,0.72,0.69
0.82,0.76,0.76,0.76,0.73
0.88,0.81,0.79,0.76,0.74
0.89,0.83,0.74,0.71,0.71
0.89,0.85,0.73,0.73,0.7
0.89,0.76,0.75,0.73,0.71
0.87,0.86,0.77,0.76,0.76
0.88,0.76,0.75,0.74,0.7
