0.76,0.73,0.7,0.7,0.69
0.77,0.73,0.72,0.7,0.69
0.73,0.72,0.68,0.68,0.67
0.74,0.72,0.71,0.68,0.68
0.76,0.75,0.72,0.71,0.67
0.75,0.72,0.71,0.7,0.65
0.78,0.74,0.7,0.7,0.68
0.82,0.81,0.73,0.6,0.59
0.85,0.81,0.74,0.65,0.63
0.88,0.81,0.79,0.74,0.7
0.85,0.81,0.75,0.71,0.7
0.84,0.8,0.76,0.76,0.75
0.83,0.8,0.79,0.78,0.74
0.8,0.77,0.77,0.77,0.76
0.84,0.79,0.76,0.76,0.76
0.8,0.77,0.77,0.71,0.68
0.77,0.73,0.71,0.69,0.69
0.76,0.76,0.73,0.69,0.67
0.78,0.75,0.71,0.71,0.67
0.79,0.77,0.73,0.73,0.71
0.83,0.76,0.75,0.72,0.71
0.76,0.74,0.71,0.7,0.7
0.79,0.77,0.73,0.73,0.68
0.79,0.68,0.66,0.66,0.66
0.77,0.77,0.74,0.71,0.66
0.82,0.78,0.78,0.74,0.65
0.82,0.8,0.77,0.73,0.71
0.84,0.83,0.79,0.78,0.77
0.81,0.79,0.76,0.75,0.75
0.83,0.81,0.77,0.75,0.67
0.83,0.79,0.75,0.73,0.72
0.83,0.83,0.77,0.72,0.7
0.84,0.81,0.8,0.72,0.69
0.83,0.81,0.8,0.68,0.66
0.84,0.82,0.79,0.74,0.73
0.81,0.81,0.79,0.78,0.76
0.82,0.78,0.77,0.73,0.67
0.83,0.77,0.76,0.71,0.7
0.84,0.79,0.78,0.76,0.71
0.84,0.78,0.76,0.69,0.69
0.84,0.69,0.68,0.66,0.64
0.85,0.76,0.64,0.6,0.57
0.83,0.77,0.75,0.71,0.59
0.87,0.83,0.74,0.7,0.66
0.79,0.74,0.71,0.69,0.69
0.83,0.77,0.74,0.72,0.69
0.77,0.77,0.75,0.74,0.74
0.82,0.81,0.79,0.76,0.72
0.82,0.79,0.78,0.69,0.68
0.8,0.8,0.78,0.73,0.68
0.8,0.78,0.74,0.74,0.67
0.87,0.83,0.7,0.69,0.69
0.85,0.85,0.76,0.69,0.67
0.84,0.83,0.82,0.76,0.7
0.83,0.81,0.81,0.79,0.59
0.84,0.82,0.8,0.75,0.7
0.85,0.81,0.8,0.75,0.73
0.85,0.8,0.78,0.74,0.71
0.85,0.8,0.77,0.74,0.74
0.85,0.82,0.82,0.79,0.69
0.86,0.83,0.77,0.77,0.74
0.88,0.82,0.78,0.74,0.72
0.87,0.83,0.82,0.76,0.75
0.84,0.82,0.81,0.8,0.75
0.83,0.81,0.79,0.79,0.71
0.84,0.77,0.77,0.77,0.66
0.87,0.83,0.77,0.72,0.67
0.82,0.78,0.78,0.77,0.71
0.82,0.82,0.78,0.74,0.66
0.84,0.8,0.8,0.7,0.59
0.86,0.82,0.81,0.79,0.61
0.84,0.81,0.72,0.64,0.63
0.85,0.84,0.82,0.7,0.67
0.84,0.84,0.82,0.81,0.78
0.85,0.81,0.8,0.79,0.69
0.83,0.8,0.77,0.77,0.7
0.82,0.8,0.76,0.73,0.66
0.81,0.77,0.76,0.71,0.7
0.83,0.81,0.8,0.77,0.65
0.92,0.83,0.8,0.78,0.67
0.94,0.85,0.77,0.7,0.68
0.93,0.88,0.8,0.78,0.68
0.92,0.87,0.8,0.78,0.75
0.91,0.87,0.78,0.77,0.64
0.9,0.86,0.78,0.72,0.64
0.88,0.86,0.72,0.65,0.59
0.91,0.86,0.72,0.72,0.56
0.91,0.86,0.74,0.73,0.59
0.92,0.86,0.79,0.72,0.58
0.92,0.87,0.82,0.72,0.57
0.94,0.87,0.85,0.7,0.6
0.9,0.86,0.8,0.72,0.66
0.9,0.86,0.72,0.66,0.61
0.86,0.74,0.72,0.69,0.57
0.85,0.73,0.71,0.68,0.63
0.85,0.72,0.65,0.65,0.59
0.85,0.74,0.66,0.57,0.56
0.85,0.81,0.74,0.72,0.65
0.88,0.83,0.68,0.67,0.65
0.79,0.79,0.7,0.68,0.58
0.83,0.8,0.76,0.75,0.69
0.83,0.79,0.77,0.63,0.59
0.83,0.8,0.77,0.7,0.63
0.8,0.8,0.73,0.69,0.61
0.83,0.81,0.74,0.65,0.62
0.86,0.83,0.74,0.64,0.61
0.85,0.81,0.73,0.69,0.68
0.83,0.82,0.76,0.74,0.65
0.83,0.83,0.82,0.77,0.66
0.84,0.83,0.8,0.77,0.7
0.84,0.83,0.81,0.69,0.68
0.84,0.81,0.78,0.67,0.67
0.84,0.82,0.8,0.73,0.71
0.82,0.79,0.79,0.74,0.73
0.81,0.81,0.8,0.75,0.75
0.81,0.78,0.76,0.72,0.7
0.85,0.82,0.75,0.7,0.67
0.83,0.8,0.78,0.67,0.67
0.81,0.74,0.74,0.67,0.66
0.82,0.81,0.79,0.7,0.69
0.82,0.8,0.75,0.74,0.65
0.8,0.79,0.78,0.75,0.63
0.83,0.79,0.76,0.72,0.64
0.81,0.76,0.73,0.72,0.67
0.81,0.79,0.76,0.69,0.68
0.82,0.82,0.8,0.75,0.73
0.84,0.81,0.8,0.79,0.65
0.84,0.83,0.8,0.79,0.65
0.81,0.81,0.8,0.78,0.69
0.86,0.85,0.82,0.77,0.65
0.8,0.8,0.79,0.68,0.66
0.84,0.79,0.74,0.74,0.72
0.87,0.83,0.79,0.79,0.79
0.81,0.81,0.81,0.8,0.79
0.87,0.81,0.8,0.79,0.78
0.86,0.83,0.81,0.81,0.75
0.85,0.84,0.83,0.82,0.8
0.86,0.82,0.8,0.8,0.77
0.87,0.82,0.79,0.79,0.75
0.89,0.88,0.85,0.78,0.77
0.89,0.87,0.8,0.77,0.74
0.89,0.86,0.84,0.83,0.76
0.89,0.84,0.8,0.75,0.73
0.88,0.81,0.79,0.78,0.73
0.88,0.78,0.78,0.75,0.72
0.89,0.85,0.78,0.77,0.76
0.89,0.8,0.77,0.75,0.71
0.89,0.82,0.8,0.77,0.74
0.89,0.8,0.76,0.67,0.47
0.89,0.85,0.75,0.63,0.55
0.89,0.82,0.74,0.68,0.55
0.9,0.81,0.79,0.74,0.73
0.89,0.82,0.82,0.78,0.73
0.87,0.86,0.72,0.71,0.7
0.89,0.83,0.7,0.69,0.58
0.88,0.84,0.77,0.69,0.66
0.87,0.76,0.72,0.67,0.6
0.88,0.86,0.73,0.7,0.68
0.89,0.85,0.78,0.71,0.66
0.88,0.78,0.76,0.71,0.71
0.87,0.8,0.71,0.68,0.64
0.87,0.8,0.71,0.67,0.62
0.87,0.84,0.69,0.63,0.57
0.86,0.8,0.68,0.64,0.58
0.85,0.79,0.67,0.64,0.62
0.85,0.84,0.71,0.66,0.6
0.83,0.8,0.7,0.64,0.6
0.86,0.83,0.71,0.68,0.65
0.84,0.84,0.73,0.73,0.69
0.85,0.84,0.77,0.76,0.73
0.83,0.83,0.76,0.74,0.65
0.83,0.82,0.78,0.77,0.75
0.82,0.8,0.76,0.75,0.68
0.83,0.78,0.77,0.76,0.61
0.83,0.8,0.79,0.74,0.7
0.86,0.8,0.79,0.74,0.62
0.8,0.78,0.72,0.64,0.64
0.89,0.78,0.76,0.68,0.63
0.85,0.82,0.74,0.66,0.63
0.82,0.81,0.75,0.72,0.59
0.86,0.82,0.73,0.62,0.5
0.85,0.81,0.74,0.69,0.58
0.87,0.83,0.76,0.6,0.55
0.87,0.82,0.77,0.63,0.52
0.83,0.79,0.74,0.7,0.55
0.85,0.76,0.75,0.75,0.56
0.87,0.81,0.72,0.64,0.6
0.81,0.81,0.76,0.69,0.6
0.88,0.88,0.84,0.68,0.62
0.85,0.81,0.79,0.67,0.59
0.85,0.79,0.7,0.68,0.52
0.87,0.78,0.67,0.67,0.56
0.87,0.8,0.73,0.63,0.51
0.87,0.75,0.7,0.55,0.55
0.87,0.85,0.76,0.62,0.51
0.89,0.77,0.64,0.58,0.53
0.88,0.78,0.69,0.58,0.57
0.86,0.86,0.76,0.6,0.57
0.82,0.82,0.74,0.65,0.54
0.83,0.76,0.71,0.67,0.56
0.83,0.77,0.65,0.59,0.57
0.81,0.8,0.67,0.63,0.59
0.82,0.82,0.62,0.62,0.59
0.82,0.79,0.67,0.61,0.61
0.8,0.75,0.71,0.6,0.59
0.83,0.81,0.75,0.62,0.58
0.81,0.78,0.75,0.65,0.57
0.86,0.75,0.72,0.67,0.55
0.89,0.75,0.74,0.64,0.57
0.88,0.73,0.69,0.65,0.64
0.89,0.7,0.66,0.66,0.57
0.85,0.7,0.69,0.67,0.54
0.85,0.81,0.76,0.73,0.61
0.84,0.81,0.76,0.72,0.69
0.88,0.83,0.79,0.76,0.64
0.83,0.75,0.7,0.7,0.62
0.81,0.8,0.71,0.7,0.63
0.84,0.83,0.81,0.75,0.69
0.82,0.78,0.74,0.71,0.54
0.83,0.76,0.74,0.61,0.51
0.76,0.73,0.72,0.59,0.54
0.81,0.8,0.72,0.67,0.61
0.82,0.81,0.71,0.67,0.63
0.84,0.83,0.69,0.6,0.57
0.86,0.83,0.67,0.56,0.36
0.87,0.84,0.64,0.6,0.39
0.85,0.84,0.53,0.49,0.35
0.83,0.82,0.59,0.53,0.46
0.87,0.74,0.73,0.63,0.45
0.91,0.74,0.73,0.73,0.47
0.88,0.8,0.8,0.71,0.32
0.81,0.8,0.78,0.64,0.35
0.77,0.75,0.74,0.73,0.42
0.86,0.73,0.69,0.59,0.47
0.79,0.77,0.73,0.63,0.58
0.84,0.75,0.71,0.63,0.53
0.83,0.81,0.76,0.72,0.61
0.79,0.74,0.73,0.63,0.61
0.82,0.77,0.6,0.55,0.55
0.82,0.8,0.68,0.59,0.42
0.82,0.7,0.68,0.61,0.58
0.83,0.74,0.71,0.66,0.65
0.81,0.78,0.67,0.67,0.5
0.8,0.77,0.66,0.61,0.61
0.78,0.75,0.68,0.63,0.6
0.78,0.73,0.64,0.62,0.61
0.77,0.75,0.69,0.59,0.57
0.81,0.75,0.69,0.62,0.6
0.81,0.75,0.7,0.66,0.58
0.78,0.69,0.68,0.64,0.62
0.77,0.76,0.7,0.65,0.51
0.82,0.76,0.72,0.66,0.5
0.81,0.8,0.75,0.66,0.44
0.8,0.74,0.57,0.57,0.52
0.78,0.74,0.62,0.53,0.52
0.78,0.71,0.68,0.62,0.49
0.8,0.74,0.72,0.65,0.57
0.77,0.74,0.66,0.65,0.6
0.73,0.71,0.65,0.62,0.61
0.8,0.75,0.71,0.7,0.63
0.81,0.81,0.75,0.75,0.66
0.79,0.78,0.78,0.68,0.65
0.86,0.8,0.66,0.62,0.58
0.87,0.82,0.71,0.69,0.65
0.84,0.77,0.76,0.7,0.68
0.85,0.82,0.76,0.71,0.66
0.84,0.84,0.77,0.74,0.67
0.89,0.86,0.76,0.75,0.69
0.9,0.87,0.69,0.69,0.69
0.88,0.85,0.71,0.69,0.54
0.88,0.86,0.74,0.67,0.64
0.9,0.84,0.68,0.61,0.52
0.87,0.86,0.62,0.61,0.53
0.88,0.85,0.66,0.65,0.62
0.9,0.86,0.74,0.68,0.59
0.86,0.83,0.77,0.69,0.55
0.86,0.82,0.79,0.65,0.64
0.85,0.79,0.77,0.7,0.62
0.85,0.79,0.76,0.65,0.62
0.86,0.83,0.82,0.62,0.57
0.83,0.83,0.81,0.63,0.6
0.83,0.81,0.77,0.66,0.63
0.82,0.8,0.8,0.71,0.7
0.83,0.82,0.79,0.73,0.72
0.81,0.8,0.77,0.76,0.73
0.82,0.82,0.81,0.8,0.71
0.85,0.82,0.81,0.79,0.76
0.85,0.84,0.82,0.76,0.73
0.88,0.83,0.81,0.8,0.75
0.86,0.84,0.84,0.82,0.78
0.84,0.8,0.78,0.75,0.74
